"customer_id","customer_code","first_name","last_name","full_name","gender","date_of_birth","marital_status","occupation","annual_income","phone_number","email","address","city","state","postal_code","country","pan_number","aadhaar_number","customer_since","risk_category","kyc_status","customer_status"
"533","CUST000533","Eesha","Bhattacharyya","Eesha Bhattacharyya","Female","2005-07-08","Single","Shopkeeper","535334","9991753375","eesha.bhattacharyya559@gmail.com","H.No. 93, Mahal Circle","Indore","Madhya Pradesh","089487","India","ZZKTI8018V","427385988428","2025-07-03","Medium","Verified","Active"
"534","CUST000534","Aarav","Sane","Aarav Sane","Male","1983-07-14","Single","Business Owner","1373638","9393653378","aarav.sane370@gmail.com","H.No. 66, Dara Road","Kolkata","West Bengal","758030","India","CZGLA1856M","537451634331","2018-07-05","Medium","Verified","Active"
"535","CUST000535","Maya","Salvi","Maya Salvi","Female","1949-07-22","Single","Accountant","9482962","9852340002","maya.salvi208@gmail.com","H.No. 06
Natt Ganj","Indore","Madhya Pradesh","903613","India","BQVGX9399U","417306506872","2026-07-03","Low","Verified","Active"
"536","CUST000536","Indira","Gala","Indira Gala","Female","1977-07-15","Married","Student","7823903","9513652943","indira.gala798@gmail.com","H.No. 11
Srinivasan Nagar","Srinagar","Jammu & Kashmir","095431","India","JRHNZ6273P","695685651907","2018-07-05","Low","Verified","Active"
"537","CUST000537","Warjas","Khare","Warjas Khare","Male","1946-07-23","Single","Driver","674129","9512544243","warjas.khare384@gmail.com","H.No. 583
Sarna Zila","Vadodara","Gujarat","791100","India","YCINL5379V","510578368682","2013-07-06","Low","Verified","Active"
"538","CUST000538","Saanvi","Munshi","Saanvi Munshi","Female","2007-07-08","Married","Police Officer","487643","9382509104","saanvi.munshi873@gmail.com","070, Sankaran Road","Patna","Bihar","108046","India","PRQRJ9677Z","745213333650","2013-07-06","High","Verified","Active"
"539","CUST000539","Sai","Char","Sai Char","Male","2001-07-09","Married","Driver","579432","9808748876","sai.char468@gmail.com","990
Rajagopalan Chowk","Indore","Madhya Pradesh","699150","India","BXHML6291W","264435088568","2020-07-04","Low","Verified","Active"
"540","CUST000540","Utkarsh","Varughese","Utkarsh Varughese","Male","2005-07-08","Married","Lawyer","393773","9655420104","utkarsh.varughese91@gmail.com","31/10
Bir","Srinagar","Jammu & Kashmir","928456","India","DPREY1456U","875809656870","2022-07-04","Medium","Verified","Active"
"541","CUST000541","Wridesh","Saxena","Wridesh Saxena","Male","1984-07-13","Married","Retired","957744","9641536227","wridesh.saxena688@gmail.com","200, Muni Street","Howrah","West Bengal","854982","India","YLHXX4974W","343545729360","2011-07-07","Low","Verified","Active"
"542","CUST000542","Falak","Singh","Falak Singh","Female","2002-07-09","Single","Nurse","1885164","9836566757","falak.singh296@gmail.com","54/50
Dhillon Circle","Surat","Gujarat","388065","India","GIZNC2250J","089677997815","2012-07-06","Low","Verified","Active"
"543","CUST000543","Indira","Iyer","Indira Iyer","Female","1970-07-17","Single","Doctor","960504","9729863529","indira.iyer598@gmail.com","H.No. 537, Narula Chowk","Ludhiana","Punjab","946521","India","VATGU8000J","802132468393","2021-07-04","Low","Verified","Active"
"544","CUST000544","Utkarsh","Basak","Utkarsh Basak","Male","1976-07-15","Married","Shopkeeper","1039580","9459669210","utkarsh.basak885@gmail.com","033
Kala Chowk","Lucknow","Uttar Pradesh","756362","India","ZJOQG5054S","439927873736","2015-07-06","Low","Verified","Active"
"545","CUST000545","Aarush","Patil","Aarush Patil","Male","1981-07-14","Single","Software Engineer","376512","9945698072","aarush.patil290@gmail.com","H.No. 508, Dhar Zila","Kanpur","Uttar Pradesh","739500","India","RKXSG4332W","440957146997","2026-07-03","Medium","Verified","Active"
"546","CUST000546","Hardik","Hora","Hardik Hora","Male","1972-07-16","Married","Student","870714","9644179490","hardik.hora330@gmail.com","342
Korpal Path","Pune","Maharashtra","302410","India","TXHVX3202Z","816925082442","2013-07-06","Low","Verified","Active"
"547","CUST000547","Ekapad","Raghavan","Ekapad Raghavan","Male","1969-07-17","Single","Accountant","359608","9862734894","ekapad.raghavan324@gmail.com","H.No. 34, Khatri Chowk","Ranchi","Jharkhand","528961","India","DVVCJ9021Y","125739363511","2012-07-06","Low","Verified","Active"
"548","CUST000548","Daniel","Dhawan","Daniel Dhawan","Male","2007-07-08","Single","Shopkeeper","369542","9687226831","daniel.dhawan556@gmail.com","386, Nadkarni Path","Nagpur","Maharashtra","309938","India","XFAMG4824C","233706281027","2012-07-06","Low","Verified","Active"
"549","CUST000549","Manan","Dixit","Manan Dixit","Male","1953-07-21","Married","Lawyer","805746","9345053006","manan.dixit501@gmail.com","042
Suresh Circle","Agra","Uttar Pradesh","179128","India","ZCFCC2063I","244690704066","2016-07-05","Low","Verified","Active"
"550","CUST000550","Sara","Upadhyay","Sara Upadhyay","Female","1967-07-18","Married","Software Engineer","274861","9932714011","sara.upadhyay524@gmail.com","87
Nagy Street","Bhubaneswar","Odisha","877749","India","LIQYX1309V","381707040327","2022-07-04","Low","Pending","Active"
"551","CUST000551","Suhani","Bansal","Suhani Bansal","Female","1954-07-21","Married","Accountant","267488","9429160360","suhani.bansal689@gmail.com","373, Kamdar Marg","Surat","Gujarat","669254","India","TTWCF9752J","251635912253","2013-07-06","Low","Verified","Active"
"552","CUST000552","Brijesh","Desai","Brijesh Desai","Male","1989-07-12","Married","Lawyer","432111","9342775344","brijesh.desai696@gmail.com","H.No. 78, Karpe Path","Howrah","West Bengal","789567","India","MXVHO6906F","683806994850","2011-07-07","Medium","Verified","Active"
"553","CUST000553","Vinaya","Sankaran","Vinaya Sankaran","Female","2005-07-08","Married","Marketing Manager","1110338","9424532492","vinaya.sankaran793@gmail.com","H.No. 75
Raja Road","Chandigarh","Chandigarh","273415","India","KSRIO7680E","785871297391","2023-07-04","Low","Verified","Active"
"554","CUST000554","Chakrika","Menon","Chakrika Menon","Female","1948-07-22","Single","Shopkeeper","669860","9454607352","chakrika.menon491@gmail.com","H.No. 31, Bora Zila","Bhubaneswar","Odisha","083535","India","PGPXO2264N","086518514008","2011-07-07","Low","Verified","Active"
"555","CUST000555","Ladli","Mittal","Ladli Mittal","Female","1948-07-22","Single","Shopkeeper","927043","9732211275","ladli.mittal314@gmail.com","928
Anand Road","Mumbai","Maharashtra","456690","India","ULEQV3694M","827285475863","2020-07-04","Low","Verified","Active"
"556","CUST000556","Vrishti","Vala","Vrishti Vala","Female","1997-07-10","Married","Sales Executive","797354","9848236091","vrishti.vala368@gmail.com","33, Som Ganj","Kanpur","Uttar Pradesh","898775","India","UOCUG5458X","570222468626","2023-07-04","Low","Verified","Active"
"557","CUST000557","Chaman","Munshi","Chaman Munshi","Female","1962-07-19","Single","Teacher","427625","9590495760","chaman.munshi35@gmail.com","63, Sengupta Chowk","Ghaziabad","Uttar Pradesh","529240","India","BIXEX3466Q","588945098621","2020-07-04","Low","Verified","Active"
"558","CUST000558","Zaid","Pant","Zaid Pant","Male","1952-07-21","Single","Doctor","309853","9156495250","zaid.pant341@gmail.com","666
Mistry Circle","Mysuru","Karnataka","909022","India","UCSCM4330E","706989348195","2024-07-03","Low","Verified","Active"
"559","CUST000559","Noah","Raman","Noah Raman","Male","1988-07-12","Single","Electrician","6787837","9183381059","noah.raman48@gmail.com","618
Guha Marg","Chennai","Tamil Nadu","159741","India","XMPCZ3000Z","522138029205","2013-07-06","High","Verified","Active"
"560","CUST000560","Harinakshi","Chawla","Harinakshi Chawla","Female","1987-07-13","Single","Nurse","4083933","9813489457","harinakshi.chawla292@gmail.com","H.No. 970, Issac Street","Kochi","Kerala","643348","India","NXJKH4619B","019734992358","2021-07-04","Low","Verified","Active"
"561","CUST000561","Bakhshi","Sha","Bakhshi Sha","Male","1960-07-19","Married","Sales Executive","513574","9808628085","bakhshi.sha988@gmail.com","H.No. 80, Narain Street","Agra","Uttar Pradesh","621286","India","YWGUN2681A","068456981114","2021-07-04","Low","Verified","Active"
"562","CUST000562","Waida","Biswas","Waida Biswas","Female","2000-07-09","Single","Shopkeeper","277638","9548536502","waida.biswas49@gmail.com","234
Soman Marg","Jaipur","Rajasthan","994938","India","SOLUF2667W","126893374175","2022-07-04","High","Verified","Active"
"563","CUST000563","Veer","Majumdar","Veer Majumdar","Male","1947-07-23","Married","Doctor","2122519","9880369733","veer.majumdar637@gmail.com","H.No. 271, Koshy Marg","Thiruvananthapuram","Kerala","977790","India","ITUNX5303J","444765166923","2015-07-06","Low","Verified","Active"
"564","CUST000564","Chandani","Mani","Chandani Mani","Female","1979-07-15","Married","Business Owner","276498","9684533334","chandani.mani391@gmail.com","H.No. 46
Gill","Vadodara","Gujarat","329676","India","PHTOH1010N","646631650003","2012-07-06","Low","Verified","Active"
"565","CUST000565","Gavin","Chandran","Gavin Chandran","Male","2003-07-09","Married","Accountant","1097763","9928036517","gavin.chandran640@gmail.com","03/248
Bhavsar Road","Nagpur","Maharashtra","768151","India","PQWHH9173F","380217913000","2022-07-04","Low","Verified","Active"
"566","CUST000566","Damini","Thaman","Damini Thaman","Female","1970-07-17","Single","Shopkeeper","3181908","9314802309","damini.thaman228@gmail.com","72
Johal Road","Howrah","West Bengal","701765","India","FDURH3970H","835852291418","2024-07-03","Low","Verified","Active"
"567","CUST000567","Ryan","Hayer","Ryan Hayer","Male","1955-07-21","Single","Lawyer","4271527","9465832883","ryan.hayer139@gmail.com","H.No. 041
Narain Street","Agra","Uttar Pradesh","771183","India","VTZDF3570Q","059310051223","2019-07-05","Low","Verified","Active"
"568","CUST000568","Theodore","Dey","Theodore Dey","Male","1997-07-10","Married","Nurse","1395086","9376707350","theodore.dey470@gmail.com","H.No. 22
Chaudhry Nagar","Pune","Maharashtra","418621","India","PQXFH6638X","827036477234","2017-07-05","Medium","Verified","Active"
"569","CUST000569","Abdul","Mahajan","Abdul Mahajan","Male","1948-07-22","Married","Government Employee","8786281","9397336670","abdul.mahajan37@gmail.com","52, Banerjee Ganj","Warangal","Telangana","708164","India","UECSI9969B","407010145906","2011-07-07","Low","Verified","Active"
"570","CUST000570","Tristan","Ben","Tristan Ben","Male","2001-07-09","Married","Student","1911218","9563240861","tristan.ben51@gmail.com","H.No. 633, Khare Path","Raipur","Chhattisgarh","106005","India","ATLIX9812S","912622365361","2011-07-07","Medium","Verified","Active"
"571","CUST000571","Gopal","Bhatnagar","Gopal Bhatnagar","Male","1996-07-10","Married","Electrician","2300222","9700288814","gopal.bhatnagar309@gmail.com","H.No. 220, Vala Marg","Dehradun","Uttarakhand","558393","India","ELUFX2042Z","112928293393","2011-07-07","High","Verified","Active"
"572","CUST000572","Rudra","Sangha","Rudra Sangha","Male","1998-07-10","Single","Student","350983","9739594398","rudra.sangha156@gmail.com","315, Ghose Path","Patna","Bihar","650637","India","VBKDL7846W","452304728805","2017-07-05","Low","Verified","Active"
"573","CUST000573","Imaran","Bhatti","Imaran Bhatti","Male","1958-07-20","Single","Electrician","441942","9497483826","imaran.bhatti479@gmail.com","95/013
Mitra Marg","Varanasi","Uttar Pradesh","189241","India","AFPDH3359Y","247105737347","2026-07-03","Low","Verified","Active"
"574","CUST000574","Nicholas","Rama","Nicholas Rama","Male","1981-07-14","Single","Business Owner","1926188","9887552329","nicholas.rama566@gmail.com","H.No. 25, Bir Chowk","Amritsar","Punjab","099768","India","FZFWR7242A","959664702036","2017-07-05","Medium","Verified","Active"
"575","CUST000575","Jackson","Thakur","Jackson Thakur","Male","1950-07-22","Married","Student","227262","9470520680","jackson.thakur120@gmail.com","091, Khalsa Road","Thiruvananthapuram","Kerala","391025","India","XHCIX1983R","825567020220","2014-07-06","Low","Verified","Active"
"576","CUST000576","Zaid","Minhas","Zaid Minhas","Male","1996-07-10","Married","Business Owner","343885","9430061493","zaid.minhas468@gmail.com","630, Sawhney Ganj","Madurai","Tamil Nadu","245086","India","CVLGC1609E","876466627415","2014-07-06","Low","Verified","Inactive"
"577","CUST000577","Maanas","Bajwa","Maanas Bajwa","Male","1972-07-16","Married","Sales Executive","429921","9610878392","maanas.bajwa204@gmail.com","55/338, Kothari Nagar","Shimla","Himachal Pradesh","968527","India","GQBJI3456R","332267523609","2011-07-07","Low","Verified","Active"
"578","CUST000578","Aarush","Bhattacharyya","Aarush Bhattacharyya","Male","1949-07-22","Married","Shopkeeper","1911220","9607318174","aarush.bhattacharyya583@gmail.com","H.No. 302
Dass Ganj","Hyderabad","Telangana","298338","India","VFIQV2003F","383212841955","2011-07-07","Low","Verified","Active"
"579","CUST000579","Balveer","Sandhu","Balveer Sandhu","Male","1973-07-16","Married","Farmer","3967728","9917236453","balveer.sandhu11@gmail.com","H.No. 23
Samra Ganj","Vadodara","Gujarat","934497","India","UBLCB3319W","812226074869","2023-07-04","Medium","Verified","Active"
"580","CUST000580","Isha","Magar","Isha Magar","Female","1965-07-18","Married","Electrician","256799","9344267381","isha.magar807@gmail.com","H.No. 566
Sinha Street","Kanpur","Uttar Pradesh","689627","India","GASDY5612E","937142610029","2026-07-03","Low","Verified","Active"
"581","CUST000581","Aishani","Raj","Aishani Raj","Female","2005-07-08","Married","Nurse","458391","9407038105","aishani.raj147@gmail.com","H.No. 498
Gill Street","Bhubaneswar","Odisha","674746","India","KOSRV6509T","458225240124","2024-07-03","Medium","Verified","Inactive"
"582","CUST000582","Warda","Bora","Warda Bora","Female","1968-07-17","Married","Lawyer","325863","9168437133","warda.bora888@gmail.com","732
Agrawal Ganj","Bhubaneswar","Odisha","857666","India","XXZMD1042B","867603037735","2016-07-05","Low","Verified","Active"
"583","CUST000583","Rachit","Rajagopalan","Rachit Rajagopalan","Male","1962-07-19","Single","Government Employee","667913","9680075552","rachit.rajagopalan576@gmail.com","H.No. 91
Barad Marg","Ahmedabad","Gujarat","692364","India","LCAYW9711B","169390597607","2025-07-03","High","Verified","Active"
"584","CUST000584","Owen","Upadhyay","Owen Upadhyay","Male","1993-07-11","Married","Sales Executive","779860","9911653973","owen.upadhyay479@gmail.com","50/663
Sridhar Ganj","Ghaziabad","Uttar Pradesh","502497","India","XZTWW4609C","980969670642","2012-07-06","Low","Verified","Active"
"585","CUST000585","Falak","Kumar","Falak Kumar","Female","1961-07-19","Single","Marketing Manager","1428021","9944485481","falak.kumar553@gmail.com","92/01, Rajagopalan Zila","Kanpur","Uttar Pradesh","918362","India","OYKGO6857A","068719114456","2026-07-03","Low","Verified","Active"
"586","CUST000586","Tanay","Krishnan","Tanay Krishnan","Male","1956-07-20","Single","Farmer","9511190","9845235134","tanay.krishnan486@gmail.com","86/94
Chakraborty Marg","Howrah","West Bengal","952436","India","DIPMH9995G","937000791487","2016-07-05","Low","Verified","Active"
"587","CUST000587","Nikita","Ahuja","Nikita Ahuja","Female","1971-07-17","Divorced","Police Officer","683983","9968340670","nikita.ahuja627@gmail.com","01, Sahni Zila","Agra","Uttar Pradesh","462252","India","EHSEY9049L","696675018306","2014-07-06","Medium","Verified","Active"
"588","CUST000588","Ekani","Hora","Ekani Hora","Female","1983-07-14","Married","Retired","2679691","9368601074","ekani.hora210@gmail.com","817
Kala","Pune","Maharashtra","302346","India","ADGEK7938E","284297208470","2018-07-05","Low","Verified","Inactive"
"589","CUST000589","Thomas","Chopra","Thomas Chopra","Male","1965-07-18","Married","Electrician","3595637","9633923034","thomas.chopra572@gmail.com","H.No. 416, Malhotra Zila","Bhubaneswar","Odisha","509377","India","ZRKYN5385Q","127293541444","2014-07-06","Medium","Verified","Active"
"590","CUST000590","Chandresh","Andra","Chandresh Andra","Male","1978-07-15","Married","Electrician","202398","9376282294","chandresh.andra621@gmail.com","H.No. 09, Chatterjee Nagar","Bhopal","Madhya Pradesh","806984","India","RWAAS6006K","737554180119","2020-07-04","Low","Verified","Active"
"591","CUST000591","Watika","Solanki","Watika Solanki","Female","1950-07-22","Single","Student","365010","9801533666","watika.solanki317@gmail.com","65/55
Khatri Path","Raipur","Chhattisgarh","669055","India","ZAEOI6626H","814266224871","2023-07-04","Low","Verified","Active"
"592","CUST000592","Chandresh","Aggarwal","Chandresh Aggarwal","Male","1983-07-14","Married","HR Manager","3820878","9410321732","chandresh.aggarwal987@gmail.com","62/091
Mammen Circle","Jaipur","Rajasthan","579786","India","CQLBP2324S","204938366694","2011-07-07","Low","Verified","Active"
"593","CUST000593","Girindra","Aggarwal","Girindra Aggarwal","Male","1992-07-11","Married","Accountant","8141969","9772170219","girindra.aggarwal680@gmail.com","H.No. 505
Kaur Chowk","Ranchi","Jharkhand","691567","India","LEPYL4834C","640895944037","2022-07-04","Medium","Verified","Active"
"594","CUST000594","Daksha","Rajan","Daksha Rajan","Female","1994-07-11","Married","Business Owner","1797536","9833966038","daksha.rajan420@gmail.com","32/89
Balay Circle","Ranchi","Jharkhand","714872","India","HBROU4891D","213331613576","2020-07-04","Medium","Verified","Active"
"595","CUST000595","Vansha","D’Alia","Vansha D’Alia","Female","1981-07-14","Married","Police Officer","1834190","9765461015","vansha.d’alia981@gmail.com","83/332
Cherian Zila","Bengaluru","Karnataka","025643","India","RMDXY2052O","211460052615","2019-07-05","Low","Verified","Active"
"596","CUST000596","Kabir","Soni","Kabir Soni","Male","1981-07-14","Married","Business Owner","1143560","9106356731","kabir.soni270@gmail.com","28/715, Bhattacharyya Ganj","Bhopal","Madhya Pradesh","668633","India","HBVED7181X","824687330554","2014-07-06","Low","Verified","Active"
"597","CUST000597","Kai","D’Alia","Kai D’Alia","Male","1991-07-12","Married","HR Manager","1655815","9724508864","kai.d’alia83@gmail.com","H.No. 115
Guha","Surat","Gujarat","952569","India","BTCGJ2647R","310553205178","2014-07-06","Low","Verified","Active"
"598","CUST000598","Aadi","Mukhopadhyay","Aadi Mukhopadhyay","Male","1993-07-11","Married","Teacher","628731","9564103060","aadi.mukhopadhyay61@gmail.com","83/66, Patla Path","Mumbai","Maharashtra","899316","India","ZXLLG6983Z","065612037850","2018-07-05","Medium","Verified","Active"
"599","CUST000599","Aayush","Yohannan","Aayush Yohannan","Male","1978-07-15","Single","Sales Executive","677436","9104786657","aayush.yohannan876@gmail.com","H.No. 24
Tata Ganj","Srinagar","Jammu & Kashmir","294209","India","LPKDK7253Y","420320584291","2022-07-04","Low","Verified","Active"
"600","CUST000600","Odika","More","Odika More","Female","1947-07-23","Single","Lawyer","964387","9609184026","odika.more114@gmail.com","H.No. 97, Talwar Ganj","Kolkata","West Bengal","605233","India","JHFPZ7905G","844833935403","2019-07-05","Low","Verified","Active"
"601","CUST000601","Ati","Gola","Ati Gola","Female","1983-07-14","Married","Teacher","380625","9740320907","ati.gola712@gmail.com","64/208
Nazareth Marg","Vadodara","Gujarat","756618","India","DCOEN5600P","110167968465","2018-07-05","Medium","Verified","Active"
"602","CUST000602","Megha","Mandal","Megha Mandal","Female","2005-07-08","Single","Accountant","757076","9379375519","megha.mandal19@gmail.com","86/125, Bhagat","Srinagar","Jammu & Kashmir","729277","India","LMQRY6134N","804814984184","2013-07-06","Low","Verified","Active"
"603","CUST000603","Mugdha","Dhillon","Mugdha Dhillon","Female","2004-07-08","Single","Government Employee","947190","9839107600","mugdha.dhillon515@gmail.com","305, Chaudry","Chandigarh","Chandigarh","662015","India","JUSCF4186N","982483570682","2021-07-04","Low","Verified","Active"
"604","CUST000604","Vritti","Gola","Vritti Gola","Female","1994-07-11","Single","Marketing Manager","1626736","9918926139","vritti.gola360@gmail.com","H.No. 859, Dixit Marg","Chandigarh","Chandigarh","301367","India","CVBPT6286R","807992441989","2020-07-04","Low","Verified","Active"
"605","CUST000605","Matthew","Gera","Matthew Gera","Male","1970-07-17","Single","Mechanical Engineer","251206","9932028855","matthew.gera764@gmail.com","17/647
Apte Path","Shimla","Himachal Pradesh","111783","India","IYBPS6011L","854690968746","2020-07-04","Low","Verified","Active"
"606","CUST000606","Advay","Srinivasan","Advay Srinivasan","Male","2004-07-08","Single","Government Employee","825950","9161679711","advay.srinivasan185@gmail.com","19/267
Misra Marg","Chandigarh","Chandigarh","151826","India","QTYCQ4760Z","849123905632","2017-07-05","Medium","Verified","Active"
"607","CUST000607","Advaith","Ramesh","Advaith Ramesh","Male","1998-07-10","Married","Civil Engineer","503840","9479174039","advaith.ramesh18@gmail.com","H.No. 898
Johal Zila","Pune","Maharashtra","292087","India","POCMF9833T","784381896658","2014-07-06","Medium","Verified","Active"
"608","CUST000608","Naksh","Das","Naksh Das","Male","1988-07-12","Married","Retired","9979749","9861474695","naksh.das803@gmail.com","932, Kunda Zila","Ahmedabad","Gujarat","118458","India","EJGJO2521C","657606271682","2014-07-06","Low","Verified","Active"
"609","CUST000609","Frederick","Sampath","Frederick Sampath","Male","1996-07-10","Married","Driver","482485","9419546757","frederick.sampath380@gmail.com","408, Walla Road","Ahmedabad","Gujarat","297585","India","VEGOJ3188R","302385398698","2015-07-06","Low","Verified","Active"
"610","CUST000610","Yashodhara","Kadakia","Yashodhara Kadakia","Female","1993-07-11","Married","Retired","648573","9140485077","yashodhara.kadakia358@gmail.com","03/032, Kale Road","Mumbai","Maharashtra","983954","India","HOYFH5666X","766544554417","2026-07-03","Medium","Verified","Active"
"611","CUST000611","Devansh","Sami","Devansh Sami","Male","1969-07-17","Married","Teacher","242359","9113847035","devansh.sami527@gmail.com","44/62, Shan Marg","Mysuru","Karnataka","462831","India","KACMH3960G","229664509939","2016-07-05","Medium","Verified","Active"
"612","CUST000612","Lipika","Hans","Lipika Hans","Female","1977-07-15","Single","Doctor","1746516","9308513430","lipika.hans143@gmail.com","89/26
Mutti Street","Vadodara","Gujarat","609314","India","IZRGI9036N","778390475227","2025-07-03","Low","Verified","Active"
"613","CUST000613","David","Wali","David Wali","Male","2007-07-08","Married","Accountant","430306","9602981874","david.wali546@gmail.com","86/151, Nath Path","Ghaziabad","Uttar Pradesh","234016","India","JMXKK1845G","723262557725","2022-07-04","Low","Verified","Active"
"614","CUST000614","Indrajit","Radhakrishnan","Indrajit Radhakrishnan","Male","1980-07-14","Married","Business Owner","658049","9314123565","indrajit.radhakrishnan933@gmail.com","H.No. 284, Suri","Delhi","Delhi","859484","India","XXPVG9123Y","866698713177","2026-07-03","High","Verified","Active"
"615","CUST000615","Chandran","Bava","Chandran Bava","Male","1978-07-15","Single","Mechanical Engineer","511811","9934103427","chandran.bava70@gmail.com","H.No. 62, Wali Path","Dehradun","Uttarakhand","792408","India","QBASO5550X","043717735936","2015-07-06","Low","Pending","Active"
"616","CUST000616","Garima","Date","Garima Date","Female","1948-07-22","Married","Doctor","207066","9907857340","garima.date715@gmail.com","94, Prabhakar Nagar","Agra","Uttar Pradesh","967275","India","TNPKI2316C","563297243349","2013-07-06","Low","Verified","Active"
"617","CUST000617","Vivaan","Thakkar","Vivaan Thakkar","Male","1982-07-14","Married","Sales Executive","1154415","9733635621","vivaan.thakkar248@gmail.com","H.No. 68
Mody Ganj","Guwahati","Assam","465111","India","RAESM5682A","386649000853","2017-07-05","Low","Verified","Active"
"618","CUST000618","Kashvi","Chander","Kashvi Chander","Female","1992-07-11","Married","Driver","3909278","9703219769","kashvi.chander241@gmail.com","01/48, Anne Chowk","Ghaziabad","Uttar Pradesh","827788","India","UMFJC7656N","384329906033","2018-07-05","Medium","Pending","Active"
"619","CUST000619","David","Ravi","David Ravi","Male","1986-07-13","Single","Retired","1564097","9153880538","david.ravi822@gmail.com","30/68, Konda Path","Ghaziabad","Uttar Pradesh","972832","India","ZXZOJ6914Z","588336228537","2024-07-03","Low","Verified","Active"
"620","CUST000620","Baljiwan","Peri","Baljiwan Peri","Male","1947-07-23","Married","Mechanical Engineer","401944","9716348988","baljiwan.peri763@gmail.com","50/67, Garde Marg","Ahmedabad","Gujarat","153814","India","YENEX5836C","924108310021","2017-07-05","Low","Verified","Active"
"621","CUST000621","Netra","Subramanian","Netra Subramanian","Female","1951-07-22","Single","Marketing Manager","389038","9377283815","netra.subramanian198@gmail.com","H.No. 30
Ramesh","Lucknow","Uttar Pradesh","480797","India","PCKPX5372K","146998099793","2024-07-03","Low","Verified","Active"
"622","CUST000622","Barkha","Parekh","Barkha Parekh","Female","1968-07-17","Single","Mechanical Engineer","919463","9389108361","barkha.parekh810@gmail.com","75/45, Ahluwalia Zila","Amritsar","Punjab","265016","India","JQUYA4171U","259003266993","2022-07-04","Medium","Verified","Active"
"623","CUST000623","Xalak","Hora","Xalak Hora","Female","1999-07-10","Single","HR Manager","1356097","9585913217","xalak.hora55@gmail.com","82/61, Amble Chowk","Jaipur","Rajasthan","437654","India","IZWUA3415U","938051910788","2018-07-05","Low","Verified","Active"
"624","CUST000624","Rajata","Sangha","Rajata Sangha","Female","2006-07-08","Married","Software Engineer","9216756","9449209384","rajata.sangha147@gmail.com","41/77, Dey Street","Madurai","Tamil Nadu","605313","India","FONYL7240L","499622606815","2024-07-03","High","Verified","Active"
"625","CUST000625","Meghana","Baria","Meghana Baria","Female","1949-07-22","Single","Student","1789826","9820377857","meghana.baria793@gmail.com","65, Dyal Nagar","Mumbai","Maharashtra","741678","India","IGESH2202S","714503312307","2011-07-07","Low","Verified","Active"
"626","CUST000626","Yachana","Datta","Yachana Datta","Female","1966-07-18","Married","Electrician","1583631","9385783618","yachana.datta386@gmail.com","86
Choudhary Street","Agra","Uttar Pradesh","022580","India","UYNEX9610F","797122245352","2013-07-06","Low","Verified","Active"
"627","CUST000627","Jagat","Ben","Jagat Ben","Male","1991-07-12","Single","Shopkeeper","314719","9130329337","jagat.ben347@gmail.com","90
Srinivasan Marg","Howrah","West Bengal","471639","India","PENQH8493I","067256914786","2011-07-07","Low","Verified","Active"
"628","CUST000628","Faraj","Vaidya","Faraj Vaidya","Male","2004-07-08","Married","Marketing Manager","964897","9327909351","faraj.vaidya865@gmail.com","414, Sanghvi Ganj","Coimbatore","Tamil Nadu","718923","India","CUVCT8788U","612125736135","2018-07-05","Low","Verified","Active"
"629","CUST000629","Falguni","Karnik","Falguni Karnik","Female","1946-07-23","Single","Software Engineer","306944","9484275471","falguni.karnik364@gmail.com","604, Dhingra Ganj","Chandigarh","Chandigarh","093106","India","IHWIP7438B","648984740329","2017-07-05","Low","Verified","Active"
"630","CUST000630","Samar","Vohra","Samar Vohra","Male","1956-07-20","Divorced","Marketing Manager","1656973","9471083387","samar.vohra868@gmail.com","33/567
Uppal Nagar","Amritsar","Punjab","041454","India","ROWRL6243R","193426362705","2026-07-03","Medium","Verified","Active"
"631","CUST000631","Pushti","Sahota","Pushti Sahota","Female","1964-07-18","Married","Business Owner","533908","9756276121","pushti.sahota949@gmail.com","H.No. 02, Acharya Nagar","Shimla","Himachal Pradesh","534749","India","HONRG6510V","524375003727","2020-07-04","Low","Verified","Inactive"
"632","CUST000632","Chandresh","Sankar","Chandresh Sankar","Male","1966-07-18","Married","Nurse","1591059","9578049283","chandresh.sankar378@gmail.com","H.No. 75, Modi Path","Indore","Madhya Pradesh","108255","India","PMZRC6456U","242292082513","2015-07-06","Low","Verified","Active"
"633","CUST000633","Pratyush","Wadhwa","Pratyush Wadhwa","Male","1991-07-12","Married","Electrician","4239621","9446321335","pratyush.wadhwa864@gmail.com","439
Chahal Marg","Madurai","Tamil Nadu","291093","India","UTUVM5938P","356418596111","2020-07-04","Medium","Verified","Inactive"
"634","CUST000634","Gopal","Sehgal","Gopal Sehgal","Male","1989-07-12","Single","Business Owner","709950","9929648822","gopal.sehgal579@gmail.com","H.No. 895, Som Road","Mumbai","Maharashtra","820236","India","JIIBS9180J","370418103660","2023-07-04","Low","Verified","Active"
"635","CUST000635","Lajita","Palan","Lajita Palan","Female","1972-07-16","Single","Shopkeeper","426742","9937175767","lajita.palan955@gmail.com","16
Subramanian Zila","Hyderabad","Telangana","880294","India","PLRJF8019P","936354441520","2020-07-04","Low","Verified","Active"
