account_id,account_number,customer_id,account_type_id,branch_id,opening_date,current_balance,available_balance,account_status,currency,nominee_registered,internet_banking,mobile_banking,debit_card,cheque_book,last_transaction_date,average_monthly_balance,interest_rate,account_rating
873,284337942285,654,2,7,2020-07-03,161409,157078,Active,INR,Yes,No,Yes,Yes,No,2026-03-26,168924.1,0.0,Good
874,834969431905,655,1,72,2019-07-04,34150,30026,Active,INR,Yes,No,No,Yes,Yes,2026-03-15,27380.99,3.5,Average
875,415454393162,656,1,99,2011-07-06,316816,316121,Active,INR,No,Yes,Yes,Yes,Yes,2026-01-10,315835.33,3.5,Good
876,623546803521,657,3,46,2026-07-02,918362,913915,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-04-09,905416.1,3.0,Good
877,461762678380,658,10,30,2017-07-04,3760,3664,Active,INR,No,Yes,Yes,Yes,Yes,2026-03-23,3294.57,3.5,Good
878,385011729646,659,1,34,2013-07-05,32633,32195,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-05-08,28721.43,3.5,Average
879,664798246305,660,2,85,2018-07-04,25790,21376,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-05-24,27180.59,0.0,Average
880,849254528526,661,1,18,2018-07-04,41539,38452,Active,INR,Yes,No,No,Yes,No,2026-04-29,31985.52,3.5,Excellent
881,970022991803,662,1,14,2022-07-03,48824,47901,Frozen,INR,Yes,Yes,Yes,Yes,No,2026-02-07,38279.78,3.5,Good
882,228059665448,663,4,2,2021-07-03,9471,7587,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-06-21,10077.3,6.75,Good
883,425635099715,663,2,25,2015-07-05,151249,148106,Active,INR,Yes,No,Yes,Yes,No,2026-01-17,120634.3,0.0,Poor
884,253079139293,664,3,25,2016-07-04,987560,985026,Active,INR,No,Yes,Yes,Yes,Yes,2026-06-28,871835.37,3.0,Average
885,150204008504,665,1,56,2013-07-05,4570,1376,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-06-10,4494.98,3.5,Average
886,776022798408,665,3,76,2018-07-04,28494,24649,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-05-12,23298.99,3.0,Excellent
887,355670617698,666,1,70,2013-07-05,151821,147250,Active,INR,Yes,Yes,Yes,No,No,2026-02-28,153739.37,3.5,Excellent
888,123094273523,667,3,89,2019-07-04,7024,5988,Active,INR,Yes,Yes,Yes,No,Yes,2026-01-22,6383.35,3.0,Good
889,730919195344,668,1,48,2022-07-03,206129,205533,Active,INR,Yes,Yes,No,Yes,Yes,2026-04-19,202506.6,3.5,Average
890,708360561187,668,1,19,2018-07-04,98465,97713,Active,INR,Yes,No,Yes,Yes,Yes,2026-03-02,82090.96,3.5,Good
891,848812994322,669,3,38,2015-07-05,338298,334316,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-05-31,351094.34,3.0,Good
892,548146212625,670,2,36,2025-07-02,13263,9500,Active,INR,Yes,Yes,No,No,Yes,2026-02-09,12525.72,0.0,Average
893,670443928683,670,3,24,2021-07-03,65313,63169,Active,INR,Yes,Yes,Yes,Yes,No,2026-03-29,45882.3,3.0,Excellent
894,295895255444,671,5,60,2023-07-03,2559449,2558744,Active,INR,Yes,Yes,Yes,Yes,No,2026-03-12,1846120.44,6.25,Good
895,104358128397,671,1,62,2018-07-04,40303,39594,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-01-18,30482.76,3.5,Good
896,943841748277,672,1,15,2013-07-05,158037,157316,Dormant,INR,Yes,Yes,Yes,Yes,No,2026-02-15,115850.13,3.5,Poor
897,772866704212,673,1,52,2019-07-04,61903,60403,Active,INR,Yes,Yes,No,Yes,Yes,2026-04-28,56307.41,3.5,Average
898,701205285527,673,1,56,2025-07-02,263414,259898,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-02-14,237428.72,3.5,Good
899,460980975360,674,1,43,2025-07-02,3733,84,Active,INR,No,Yes,Yes,Yes,Yes,2026-06-12,3156.96,3.5,Good
900,459770769252,674,1,14,2025-07-02,10638,6597,Active,INR,Yes,Yes,No,Yes,Yes,2026-06-11,11688.1,3.5,Good
901,849236365436,674,1,50,2025-07-02,349238,347787,Active,INR,Yes,Yes,Yes,Yes,No,2026-04-25,342062.22,3.5,Excellent
902,493272504302,675,1,8,2026-07-02,18863,17570,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-05-17,20043.87,3.5,Good
903,581173735810,676,2,37,2025-07-02,165384,161351,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-04-03,162625.2,0.0,Good
904,785809805419,676,1,28,2017-07-04,1040781,1040682,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-05-09,906898.36,3.5,Good
905,472175843609,677,3,79,2021-07-03,192282,187814,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-04-01,164433.59,3.0,Excellent
906,704835538799,678,1,8,2024-07-02,10856,6378,Active,INR,Yes,Yes,Yes,Yes,No,2026-02-24,8758.86,3.5,Average
907,512259095053,679,6,29,2026-07-02,125754,125732,Active,INR,Yes,No,No,Yes,Yes,2026-05-22,119862.83,3.5,Average
908,414321361420,679,1,14,2012-07-05,467496,463095,Active,INR,Yes,Yes,Yes,Yes,No,2026-05-07,474840.7,3.5,Good
909,846632520238,680,1,6,2015-07-05,874393,872392,Active,INR,Yes,Yes,No,Yes,Yes,2026-05-25,922099.34,3.5,Excellent
910,846879285228,680,1,43,2012-07-05,7275,4539,Active,INR,No,Yes,No,Yes,No,2026-05-16,5347.79,3.5,Good
911,836239343673,681,1,23,2026-07-02,442164,441006,Active,INR,Yes,Yes,Yes,No,No,2026-01-06,414898.0,3.5,Excellent
912,306935529584,682,1,56,2021-07-03,109153,108343,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-06-01,99209.34,3.5,Poor
913,333803118083,683,2,69,2015-07-05,9265,6543,Active,INR,Yes,Yes,Yes,Yes,No,2026-03-04,7106.18,0.0,Average
914,625001053389,683,1,69,2020-07-03,12914,12364,Active,INR,Yes,No,Yes,Yes,No,2026-02-22,10466.08,3.5,Poor
915,100697990504,684,1,7,2021-07-03,86203,81688,Active,INR,Yes,Yes,No,No,Yes,2026-05-24,62381.99,3.5,Excellent
916,499245378698,685,9,74,2020-07-03,3463,3380,Active,INR,Yes,Yes,Yes,Yes,No,2026-04-23,3722.18,4.0,Average
917,509068573470,686,1,92,2020-07-03,333371,333032,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-03-23,259634.86,3.5,Average
918,743828883579,687,1,13,2019-07-04,25127,24046,Active,INR,Yes,Yes,No,Yes,No,2026-01-08,27421.4,3.5,Excellent
919,229786050890,687,1,4,2018-07-04,4141845,4139814,Active,INR,Yes,No,Yes,Yes,Yes,2026-02-07,3033752.13,3.5,Average
920,558879625489,688,1,51,2012-07-05,64648,64316,Active,INR,Yes,No,Yes,Yes,Yes,2026-04-01,46816.65,3.5,Good
921,852462581481,688,3,40,2020-07-03,29694,27854,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-05-20,25362.72,3.0,Good
922,915308267292,689,1,44,2016-07-04,2406,223,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-02-26,2597.66,3.5,Good
923,193248961754,689,2,85,2014-07-05,88672,86513,Active,INR,Yes,No,No,Yes,No,2026-04-21,95667.68,0.0,Poor
924,323120266224,690,1,5,2019-07-04,33900,33265,Active,INR,Yes,No,Yes,Yes,Yes,2026-04-25,28744.42,3.5,Good
925,884204448544,691,4,93,2018-07-04,27601,24853,Dormant,INR,Yes,Yes,Yes,Yes,No,2026-03-24,23589.57,6.75,Average
926,293613168567,691,3,44,2017-07-04,14167,11137,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-04-15,12795.89,3.0,Average
927,593252252774,692,1,24,2023-07-03,31175,29213,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-06-02,25135.72,3.5,Good
928,559307919957,693,1,15,2017-07-04,459851,457257,Active,INR,Yes,No,Yes,Yes,No,2026-03-07,363467.24,3.5,Poor
929,255336134609,693,2,16,2024-07-02,190027,187010,Active,INR,Yes,No,Yes,Yes,Yes,2026-01-15,154253.29,0.0,Average
930,153678738876,694,4,15,2011-07-06,913322,911733,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-04-06,959102.11,6.75,Average
931,311262141040,695,1,60,2026-07-02,18655,17742,Active,INR,Yes,No,No,Yes,Yes,2026-05-24,19130.12,3.5,Poor
932,267163455180,696,4,62,2021-07-03,6020,4972,Active,INR,Yes,Yes,No,Yes,Yes,2026-01-29,4939.11,6.75,Poor
933,284655481470,697,1,5,2020-07-03,3565,2569,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-06-26,3352.43,3.5,Good
934,850155869261,698,3,28,2019-07-04,2566694,2565479,Active,INR,Yes,No,Yes,Yes,Yes,2026-02-19,2416172.53,3.0,Good
935,196322464831,698,1,65,2015-07-05,24553,24269,Active,INR,Yes,Yes,No,Yes,Yes,2026-01-28,22076.43,3.5,Poor
936,534461586907,699,3,13,2015-07-05,34978,30443,Active,INR,No,Yes,Yes,Yes,Yes,2026-02-26,33805.83,3.0,Average
937,926534743013,699,1,34,2022-07-03,45005,43816,Active,INR,No,Yes,Yes,Yes,No,2026-02-22,31807.51,3.5,Excellent
938,886641655589,700,1,86,2021-07-03,196857,195394,Active,INR,Yes,Yes,Yes,Yes,No,2026-04-07,154419.63,3.5,Average
939,534958021141,701,1,88,2011-07-06,67477,65218,Active,INR,Yes,Yes,Yes,Yes,No,2026-06-01,64864.32,3.5,Good
940,961178386283,701,1,37,2014-07-05,151022,149145,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-03-03,108435.79,3.5,Good
941,718808121234,702,3,99,2016-07-04,34137,31435,Active,INR,Yes,No,Yes,Yes,Yes,2026-05-09,31964.99,3.0,Good
942,830824315231,703,3,2,2024-07-02,41272,37208,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-03-14,43846.33,3.0,Good
943,280707284469,704,1,55,2011-07-06,36607,32644,Active,INR,Yes,No,Yes,Yes,Yes,2026-06-25,32366.19,3.5,Good
944,331653224603,705,1,81,2017-07-04,569536,567873,Active,INR,Yes,No,Yes,Yes,No,2026-01-11,563859.14,3.5,Good
945,129386874507,706,1,100,2015-07-05,2371,-1612,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-07-01,2333.98,3.5,Excellent
946,540218736668,707,1,39,2012-07-05,131052,126194,Active,INR,Yes,No,Yes,Yes,No,2026-03-15,127939.58,3.5,Excellent
947,139510176580,708,1,76,2014-07-05,26009,23778,Active,INR,Yes,No,Yes,Yes,Yes,2026-01-17,21931.76,3.5,Good
948,111678084134,708,1,23,2015-07-05,62989,60124,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-06-12,65592.34,3.5,Good
949,552181428176,709,2,85,2013-07-05,47351,45320,Active,INR,Yes,Yes,No,Yes,No,2026-04-15,46575.14,0.0,Average
950,925684219002,709,3,78,2019-07-04,153684,151567,Active,INR,Yes,Yes,No,Yes,Yes,2026-02-18,154241.59,3.0,Average
951,627091056867,710,1,93,2020-07-03,3678,-1037,Active,INR,Yes,No,Yes,Yes,Yes,2026-04-30,2806.6,3.5,Poor
952,935279816015,711,3,6,2011-07-06,7299,4622,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-04-07,6489.15,3.0,Good
953,574880296077,711,3,39,2014-07-05,12444,11919,Active,INR,Yes,Yes,No,Yes,No,2026-04-02,9241.59,3.0,Average
954,307840366575,711,1,43,2016-07-04,153150,149289,Dormant,INR,Yes,Yes,Yes,Yes,Yes,2026-06-15,123199.46,3.5,Good
955,696719343472,712,1,71,2015-07-05,5361,4968,Active,INR,Yes,Yes,No,Yes,No,2026-05-29,3824.51,3.5,Good
956,826845865472,713,1,58,2013-07-05,4343,211,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-02-11,4415.04,3.5,Poor
957,267719001365,714,2,84,2024-07-02,123553,119562,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-04-12,89375.54,0.0,Good
958,531309739699,715,3,44,2021-07-03,786243,782570,Active,INR,Yes,No,Yes,Yes,Yes,2026-05-24,746493.22,3.0,Good
959,112360120113,715,1,30,2026-07-02,31640,29843,Active,INR,Yes,Yes,Yes,Yes,No,2026-03-08,26769.97,3.5,Average
960,924198404417,716,1,8,2021-07-03,49956,47679,Active,INR,Yes,Yes,No,Yes,No,2026-02-10,50347.3,3.5,Average
961,980348919000,717,1,75,2026-07-02,18639,17895,Active,INR,Yes,Yes,Yes,Yes,No,2026-06-18,16322.89,3.5,Average
962,454314152761,718,3,34,2013-07-05,76632,75765,Active,INR,Yes,No,Yes,Yes,Yes,2026-01-20,70244.69,3.0,Good
963,268276297756,719,1,41,2025-07-02,730359,725568,Active,INR,Yes,Yes,Yes,Yes,No,2026-05-26,787956.37,3.5,Good
964,229051510605,719,2,68,2012-07-05,7395,3189,Active,INR,Yes,No,Yes,Yes,No,2026-06-20,7157.21,0.0,Average
965,348818332061,720,1,77,2022-07-03,126376,123489,Active,INR,No,Yes,Yes,Yes,Yes,2026-06-04,113434.68,3.5,Good
966,276874432237,720,1,3,2015-07-05,116723,114354,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-01-18,99564.73,3.5,Poor
967,435086999110,721,2,65,2011-07-06,45362,41196,Active,INR,No,Yes,Yes,Yes,Yes,2026-03-29,42891.58,0.0,Good
968,381306765153,721,1,80,2021-07-03,132110,128856,Active,INR,Yes,Yes,No,Yes,Yes,2026-04-25,102252.43,3.5,Poor
969,541891241805,722,3,45,2024-07-02,33508,32347,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-04-20,25024.12,3.0,Good
970,833397666890,723,4,90,2014-07-05,24311,22406,Active,INR,Yes,Yes,Yes,Yes,No,2026-04-18,23475.48,6.75,Poor
971,808785859345,723,1,86,2016-07-04,137878,137083,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-02-06,125989.2,3.5,Average
972,184963519676,724,1,48,2017-07-04,298945,294756,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-02-15,268991.13,3.5,Good
973,162436943471,724,3,50,2017-07-04,48198,45695,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-02-24,51389.99,3.0,Good
974,541824214671,725,1,96,2017-07-04,135798,134826,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-03-13,138984.54,3.5,Good
975,972810189286,726,1,15,2017-07-04,12981,9003,Dormant,INR,No,Yes,No,Yes,Yes,2026-01-26,11405.18,3.5,Average
976,317747578987,727,2,15,2026-07-02,47708,47241,Active,INR,Yes,Yes,Yes,Yes,No,2026-06-17,33498.32,0.0,Poor
977,792871706859,728,1,6,2016-07-04,3168,1698,Active,INR,Yes,No,Yes,Yes,Yes,2026-01-07,2422.68,3.5,Good
978,575442170054,728,3,21,2012-07-05,46999,43427,Dormant,INR,Yes,Yes,Yes,Yes,No,2026-02-24,44356.04,3.0,Good
979,227281354704,729,6,81,2014-07-05,156827,155377,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-06-13,121689.72,3.5,Average
980,905341165023,729,3,29,2015-07-05,89939,88409,Active,INR,Yes,No,Yes,Yes,No,2026-01-04,63669.07,3.0,Poor
981,673542314563,730,1,13,2018-07-04,711,-1315,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-02-24,695.3,3.5,Good
982,295410182522,731,1,95,2026-07-02,26185,24951,Active,INR,Yes,Yes,No,Yes,No,2026-01-27,27440.6,3.5,Good
983,474360119803,732,1,42,2019-07-04,821991,817057,Active,INR,Yes,Yes,Yes,Yes,No,2026-02-04,858702.16,3.5,Excellent
984,536449147301,733,1,63,2026-07-02,37726,33119,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-01-08,35731.15,3.5,Good
985,414574279055,734,1,59,2016-07-04,22684,20995,Active,INR,Yes,No,Yes,Yes,No,2026-02-16,16132.45,3.5,Good
986,276228516964,735,2,52,2022-07-03,8433,4676,Active,INR,Yes,Yes,No,Yes,Yes,2026-04-24,7706.55,0.0,Good
987,983327564473,736,3,6,2016-07-04,46457,42505,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-06-05,42802.36,3.0,Good
988,480876226832,737,1,93,2014-07-05,34285,30982,Active,INR,Yes,No,Yes,Yes,No,2026-04-02,29312.34,3.5,Excellent
989,426376830113,737,1,56,2012-07-05,767660,762995,Active,INR,Yes,No,No,Yes,Yes,2026-05-22,664623.26,3.5,Good
990,431982187520,738,1,33,2022-07-03,3343,-1584,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-03-22,3434.6,3.5,Good
991,579306996586,739,1,62,2022-07-03,18261,15678,Dormant,INR,Yes,Yes,No,Yes,Yes,2026-05-03,14356.47,3.5,Good
992,694009327200,740,1,37,2016-07-04,522231,519181,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-05-06,430848.89,3.5,Good
993,162689050792,741,1,1,2019-07-04,107190,103960,Active,INR,Yes,Yes,No,Yes,No,2026-05-03,114613.37,3.5,Good
994,779663030124,742,1,45,2016-07-04,120963,118332,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-04-13,89580.51,3.5,Excellent
995,154274350985,743,1,47,2017-07-04,257399,252490,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-04-02,259702.95,3.5,Good
996,987779738052,744,2,74,2012-07-05,170913,169280,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-06-25,134832.96,0.0,Excellent
997,761074683966,744,1,24,2013-07-05,102702,102396,Active,INR,Yes,No,Yes,Yes,Yes,2026-05-19,91606.86,3.5,Good
998,585856265990,745,3,89,2017-07-04,22056,18709,Active,INR,Yes,No,Yes,Yes,No,2026-02-21,15880.34,3.0,Good
999,907830186731,746,1,62,2012-07-05,22321,19218,Dormant,INR,Yes,Yes,No,No,Yes,2026-03-23,16843.89,3.5,Good
1000,742420229660,746,1,4,2025-07-02,118680,117762,Active,INR,Yes,Yes,Yes,Yes,No,2026-01-08,116727.49,3.5,Good
1001,402322157158,747,1,95,2017-07-04,126156,122406,Active,INR,Yes,Yes,No,Yes,No,2026-04-09,120358.35,3.5,Good
1002,581343243103,747,3,96,2012-07-05,43969,39556,Active,INR,Yes,No,No,Yes,Yes,2026-02-14,34076.53,3.0,Good
1003,990470121165,748,3,13,2018-07-04,136027,134339,Active,INR,Yes,Yes,No,No,Yes,2026-05-17,134727.64,3.0,Good
1004,368770988522,748,1,79,2011-07-06,163880,159467,Active,INR,No,Yes,Yes,Yes,No,2026-01-25,157763.42,3.5,Average
1005,260269379999,749,1,72,2013-07-05,2734,-730,Active,INR,Yes,No,Yes,Yes,Yes,2026-02-23,2502.66,3.5,Excellent
1006,919248385033,749,2,16,2023-07-03,30868,26153,Active,INR,Yes,Yes,No,Yes,No,2026-03-03,25402.81,0.0,Good
1007,978471185234,750,1,13,2023-07-03,12770,12421,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-04-06,13703.06,3.5,Average
1008,892462942612,751,1,77,2014-07-05,165310,160655,Active,INR,Yes,No,Yes,Yes,Yes,2026-04-11,180216.18,3.5,Poor
1009,363606081275,752,1,75,2011-07-06,6008,1355,Active,INR,Yes,No,Yes,Yes,Yes,2026-01-10,5679.83,3.5,Average
1010,697680811109,752,3,77,2013-07-05,3931,833,Active,INR,Yes,Yes,Yes,Yes,No,2026-04-28,2859.71,3.0,Average
1011,799298566223,753,1,39,2013-07-05,40267,38092,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-02-27,43973.65,3.5,Excellent
1012,399257997643,754,1,59,2023-07-03,183461,179129,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-06-21,159125.93,3.5,Good
1013,660981424273,755,3,59,2018-07-04,199335,196715,Active,INR,Yes,No,Yes,Yes,Yes,2026-03-08,150361.16,3.0,Good
1014,524160485970,756,3,35,2025-07-02,194913,193250,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-02-12,173074.42,3.0,Average
1015,204157547783,757,1,30,2026-07-02,24055,19099,Active,INR,No,No,Yes,Yes,Yes,2026-03-17,26165.34,3.5,Good
1016,357139222682,758,1,11,2025-07-02,60360,57443,Active,INR,Yes,Yes,Yes,Yes,No,2026-02-26,58898.49,3.5,Average
1017,164747848998,759,1,80,2011-07-06,147317,144782,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-02-02,146149.65,3.5,Good
1018,973160612008,760,1,19,2021-07-03,47640,45268,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-02-16,49134.7,3.5,Excellent
1019,697641732641,761,1,52,2012-07-05,16503,15112,Active,INR,No,No,Yes,Yes,No,2026-03-24,17448.7,3.5,Good
1020,621687542630,762,1,78,2016-07-04,3220,2975,Active,INR,Yes,Yes,No,Yes,Yes,2026-03-06,2532.45,3.5,Good
1021,520103622934,763,3,73,2025-07-02,21251,17079,Active,INR,Yes,Yes,Yes,Yes,No,2026-04-29,17563.64,3.0,Poor
1022,619984830039,764,2,1,2012-07-05,79088,76985,Active,INR,Yes,No,Yes,Yes,Yes,2026-05-30,61171.95,0.0,Excellent
1023,930087805753,764,2,11,2022-07-03,389881,389742,Active,INR,Yes,No,Yes,Yes,Yes,2026-01-26,276441.84,0.0,Average
1024,613899475591,765,2,78,2017-07-04,16185,11621,Active,INR,No,Yes,No,Yes,Yes,2026-02-14,13600.29,0.0,Good
1025,985496540728,766,1,56,2014-07-05,809687,807348,Active,INR,Yes,No,Yes,Yes,No,2026-02-21,785222.96,3.5,Excellent
1026,658447262629,767,10,96,2019-07-04,42782,39192,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-01-25,44431.17,3.5,Excellent
1027,790331649367,768,1,17,2020-07-03,188697,186027,Frozen,INR,Yes,Yes,Yes,Yes,No,2026-02-23,143992.44,3.5,Good
1028,169441772316,769,1,22,2020-07-03,355226,351199,Active,INR,Yes,No,Yes,Yes,No,2026-05-08,248939.3,3.5,Excellent
1029,363940502273,769,1,76,2023-07-03,3996064,3996025,Active,INR,Yes,No,Yes,Yes,Yes,2026-03-21,4073301.87,3.5,Excellent
1030,361221628840,769,6,18,2011-07-06,198824,197173,Dormant,INR,Yes,Yes,Yes,Yes,No,2026-01-25,142734.11,3.5,Excellent
1031,367956600962,770,1,6,2025-07-02,3013388,3013200,Dormant,INR,Yes,No,Yes,Yes,Yes,2026-06-02,3182521.78,3.5,Average
1032,826246615398,770,1,78,2015-07-05,7301,5179,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-01-21,5869.34,3.5,Average
1033,513698343707,771,1,74,2018-07-04,5307,2986,Active,INR,Yes,No,Yes,Yes,Yes,2026-06-18,4883.58,3.5,Good
1034,817851267974,772,1,29,2012-07-05,45329,40443,Dormant,INR,Yes,Yes,No,Yes,Yes,2026-04-05,40810.55,3.5,Excellent
1035,441070164077,773,1,21,2019-07-04,3672500,3669679,Closed,INR,Yes,Yes,Yes,Yes,No,2026-05-28,3381139.23,3.5,Good
1036,537623899766,774,2,15,2025-07-02,1137,639,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-02-09,906.1,0.0,Excellent
1037,570845009855,775,1,9,2015-07-05,4082848,4082115,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-03-15,3568778.57,3.5,Good
1038,818571485587,776,3,23,2022-07-03,1192953,1189351,Active,INR,Yes,Yes,Yes,No,Yes,2026-06-10,993918.95,3.0,Excellent
1039,192006169879,776,1,63,2013-07-05,30259,25879,Active,INR,No,No,Yes,Yes,Yes,2026-05-17,25953.04,3.5,Poor
1040,401206151036,776,1,10,2012-07-05,35391,32043,Active,INR,Yes,No,Yes,Yes,Yes,2026-06-12,34150.78,3.5,Good
1041,238064190860,777,1,31,2016-07-04,78536,76309,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-05-24,84739.54,3.5,Good
1042,292352922345,778,2,3,2014-07-05,49624,47360,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-05-13,45588.62,0.0,Excellent
1043,416921148630,779,1,65,2021-07-03,130406,129876,Active,INR,Yes,No,Yes,No,Yes,2026-06-28,109401.07,3.5,Excellent
1044,191392462621,780,1,93,2021-07-03,147274,145250,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-07-01,151621.27,3.5,Good
1045,868797009288,781,2,26,2023-07-03,35235,30364,Active,INR,Yes,Yes,No,Yes,Yes,2026-04-23,25121.62,0.0,Excellent
1046,744669872819,782,5,60,2013-07-05,25775,25402,Active,INR,Yes,Yes,Yes,Yes,No,2026-04-03,25091.89,6.25,Good
1047,799985964703,783,1,60,2016-07-04,26933,23946,Dormant,INR,Yes,Yes,No,Yes,Yes,2026-05-21,26460.8,3.5,Excellent
1048,955289487200,783,4,60,2025-07-02,9144,7287,Active,INR,No,Yes,Yes,Yes,Yes,2026-01-26,8119.8,6.75,Average
1049,688928554751,784,1,26,2011-07-06,48541,45766,Active,INR,Yes,No,Yes,Yes,No,2026-05-17,49478.21,3.5,Good
1050,381970323217,785,2,86,2017-07-04,6002,4412,Active,INR,Yes,No,No,Yes,No,2026-03-24,5606.06,0.0,Average
1051,123502747412,786,2,50,2012-07-05,46143,43223,Active,INR,Yes,Yes,Yes,No,No,2026-01-05,46116.57,0.0,Average
1052,336264631348,787,1,26,2015-07-05,1891,1511,Frozen,INR,No,Yes,Yes,Yes,Yes,2026-05-09,1855.31,3.5,Average
1053,340801457821,788,3,4,2026-07-02,18976,16507,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-05-05,13638.82,3.0,Excellent
1054,369698983510,789,1,30,2016-07-04,46049,44143,Active,INR,Yes,Yes,Yes,Yes,No,2026-02-25,39981.79,3.5,Average
1055,471737191330,789,1,42,2023-07-03,48353,47233,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-02-01,41044.27,3.5,Good
1056,760617931400,790,1,60,2021-07-03,148666,146806,Active,INR,Yes,Yes,Yes,Yes,No,2026-03-30,149956.53,3.5,Good
1057,608953797455,791,1,16,2015-07-05,14238,11091,Active,INR,Yes,Yes,No,Yes,Yes,2026-06-17,11199.69,3.5,Good
1058,651051666113,792,1,42,2012-07-05,261,-1222,Active,INR,Yes,Yes,Yes,Yes,No,2026-03-21,285.14,3.5,Average
1059,589670448048,793,1,84,2014-07-05,12995,11301,Active,INR,No,No,Yes,Yes,Yes,2026-02-12,14122.42,3.5,Good
1060,623281187049,794,1,78,2025-07-02,107119,103790,Active,INR,Yes,No,Yes,Yes,No,2026-02-01,104094.96,3.5,Good
1061,765008013774,795,3,99,2022-07-03,3855,-30,Active,INR,Yes,Yes,No,Yes,Yes,2026-04-28,3895.88,3.0,Good
1062,610593597210,796,2,64,2016-07-04,65145,62325,Active,INR,Yes,Yes,Yes,Yes,No,2026-02-18,52368.03,0.0,Average
1063,261677450844,797,3,62,2023-07-03,104066,103195,Active,INR,Yes,No,Yes,Yes,Yes,2026-02-27,77283.91,3.0,Good
1064,733095996296,798,1,71,2019-07-04,502987,502722,Active,INR,No,No,No,Yes,Yes,2026-05-18,389750.63,3.5,Average
1065,536706297208,798,2,35,2011-07-06,46019,45385,Active,INR,Yes,No,Yes,Yes,No,2026-05-08,47053.94,0.0,Excellent
1066,302759730568,799,1,53,2012-07-05,52826,51323,Active,INR,Yes,Yes,No,Yes,Yes,2026-02-08,42865.91,3.5,Good
1067,930636790326,799,8,42,2018-07-04,9096,8598,Active,INR,Yes,Yes,Yes,Yes,Yes,2026-01-29,7163.95,3.5,Good
1068,342182969626,800,2,45,2025-07-02,291234,288789,Frozen,INR,Yes,Yes,Yes,Yes,Yes,2026-03-23,279104.88,0.0,Average
1069,790411348127,801,1,76,2015-07-05,33325,33134,Active,INR,Yes,No,Yes,Yes,Yes,2026-02-26,36573.75,3.5,Average
1070,753572721157,802,1,6,2021-07-03,897416,895891,Active,INR,No,No,No,Yes,Yes,2026-06-24,728519.73,3.5,Good
