beneficiary_id,beneficiary_code,account_id,beneficiary_name,beneficiary_bank,beneficiary_account_number,ifsc_code,relationship,beneficiary_type,city,state,mobile_number,email,added_date,status
11401,BEN775787,6293,Bhavna Ramanathan,Canara Bank,333488754811,BKAI352353,Friend,External,Tirupati,Telangana,5943448086,bhavna.ramanathan@gmail.com,2025-05-07,Active
11402,BEN934116,6293,Ijaya Bir,Union Bank of India,353260634493,BKAI340521,Father,External,South Dumdum,Andhra Pradesh,3304307275,ijaya.bir@gmail.com,2024-02-02,Active
11403,BEN970238,6295,Vyanjana Nayar,IndusInd Bank,214435390464,BKAI926024,Mother,External,Nagaon,Tripura,4066290408,vyanjana.nayar@gmail.com,2020-06-07,Active
11404,BEN275211,6295,Hritik Handa,State Bank of India,748496032641,BKAI374891,Spouse,External,Ahmednagar,Jharkhand,5182399741,hritik.handa@gmail.com,2023-09-26,Active
11405,BEN109137,6295,Maanas Jayaraman,IndusInd Bank,433876079871,BKAI643699,Sister,External,Ajmer,Manipur,2425171517,maanas.jayaraman@gmail.com,2020-07-08,Active
11406,BEN299144,6296,Oviya Peri,Bandhan Bank,485214861233,BKAI684930,Employee,External,Bathinda,Arunachal Pradesh,2139276895,oviya.peri@gmail.com,2016-11-29,Active
11407,BEN659142,6296,Advay Narasimhan,BankAI,399101601163,BKAI183669,Business Partner,Internal,Phagwara,Tamil Nadu,3430650207,advay.narasimhan@gmail.com,2020-02-19,Active
11408,BEN689148,6297,Netra Madan,BankAI,718692247570,BKAI682297,Spouse,Internal,Ajmer,West Bengal,6426838548,netra.madan@gmail.com,2017-01-22,Active
11409,BEN616885,6297,Anirudh Dua,Punjab National Bank,326672177423,BKAI286400,Other,External,Junagadh,Bihar,4015325662,anirudh.dua@gmail.com,2023-02-10,Active
11410,BEN223078,6298,Nandini Thakur,Axis Bank,449778165919,BKAI774016,Mother,External,Amaravati,Mizoram,7988717072,nandini.thakur@gmail.com,2022-10-04,Active
11411,BEN276957,6299,Abha Ganesan,Kotak Mahindra Bank,264931388693,BKAI874118,Self,External,Nadiad,Mizoram,9084923213,abha.ganesan@gmail.com,2019-05-09,Active
11412,BEN948368,6300,Ikshita Kanda,BankAI,343695549770,BKAI376200,Spouse,Internal,Berhampur,Himachal Pradesh,4982714476,ikshita.kanda@gmail.com,2022-03-21,Active
11413,BEN577576,6300,Indali Ahuja,Indian Bank,863342104448,BKAI769758,Friend,External,Chandrapur,Manipur,6065716456,indali.ahuja@gmail.com,2020-05-14,Active
11414,BEN400664,6300,Pranit Nigam,HDFC Bank,399419349558,BKAI611618,Spouse,External,Adoni,Mizoram,1962618316,pranit.nigam@gmail.com,2023-03-07,Active
11415,BEN828383,6302,Sachi Venkatesh,AU Small Finance Bank,606875957049,BKAI770959,Friend,External,Vijayawada,West Bengal,8318942222,sachi.venkatesh@gmail.com,2022-10-07,Active
11416,BEN423836,6302,Vrishti Pillai,BankAI,379035244222,BKAI741468,Father,Internal,Katni,Kerala,7778256454,vrishti.pillai@gmail.com,2018-10-16,Active
11417,BEN674261,6303,Odika De,Yes Bank,801736311991,BKAI219271,Self,External,Sri Ganganagar,Himachal Pradesh,4982677866,odika.de@gmail.com,2017-11-23,Active
11418,BEN486775,6305,Gunbir Krishnamurthy,AU Small Finance Bank,243391651945,BKAI964409,Mother,External,Jalna,Sikkim,1571866427,gunbir.krishnamurthy@gmail.com,2021-11-29,Active
11419,BEN852525,6306,Hemani Sahota,Canara Bank,350859089224,BKAI101826,Father,External,Ambattur,Arunachal Pradesh,4975458859,hemani.sahota@gmail.com,2025-07-25,Active
11420,BEN546079,6306,Warjas Anne,BankAI,856617761185,BKAI418152,Friend,Internal,Surendranagar Dudhrej,Assam,0393128001,warjas.anne@gmail.com,2017-04-28,Active
11421,BEN554536,6308,Bina Oak,HDFC Bank,100172612157,BKAI107977,Spouse,External,Rampur,Karnataka,5176332107,bina.oak@gmail.com,2025-10-12,Active
11422,BEN554088,6308,Faras Desai,Axis Bank,536705297505,BKAI812470,Brother,External,North Dumdum,Andhra Pradesh,6044026939,faras.desai@gmail.com,2021-12-24,Active
11423,BEN827282,6309,Gaurika Mane,BankAI,702712145923,BKAI630359,Friend,Internal,Agra,Mizoram,8725845327,gaurika.mane@gmail.com,2024-03-09,Active
11424,BEN317290,6310,Chatresh Sama,BankAI,792909218199,BKAI444564,Spouse,Internal,Lucknow,Meghalaya,4156049312,chatresh.sama@gmail.com,2022-05-29,Active
11425,BEN347415,6310,Aarna Ratti,IndusInd Bank,230076802722,BKAI588366,Mother,External,Indore,Gujarat,1645014199,aarna.ratti@gmail.com,2023-08-04,Active
11426,BEN246321,6311,Utkarsh Garg,ICICI Bank,231835993984,BKAI359575,Friend,External,Mirzapur,Nagaland,9989969522,utkarsh.garg@gmail.com,2018-07-15,Active
11427,BEN128720,6311,Eshana Anne,Indian Bank,378304953713,BKAI315943,Self,External,Kalyan-Dombivli,Arunachal Pradesh,4064128225,eshana.anne@gmail.com,2016-10-10,Active
11428,BEN957094,6311,Edhitha Vyas,IDFC FIRST Bank,668742854219,BKAI858066,Spouse,External,Ghaziabad,Arunachal Pradesh,7473355915,edhitha.vyas@gmail.com,2025-09-21,Active
11429,BEN441486,6312,Pushti Menon,Bandhan Bank,625838660567,BKAI901550,Friend,External,Tadipatri,Himachal Pradesh,9815618800,pushti.menon@gmail.com,2024-03-21,Active
11430,BEN715001,6312,Amaira Varkey,Bandhan Bank,849476827241,BKAI363138,Self,External,Allahabad,Assam,3280733809,amaira.varkey@gmail.com,2018-07-26,Active
11431,BEN409873,6313,Praneel Bhagat,IDFC FIRST Bank,892191617810,BKAI547272,Spouse,External,Rajpur Sonarpur,Rajasthan,2051282222,praneel.bhagat@gmail.com,2017-04-04,Active
11432,BEN108301,6313,Krish Wali,ICICI Bank,456410770767,BKAI293998,Spouse,External,Sonipat,Manipur,0723620329,krish.wali@gmail.com,2021-12-15,Active
11433,BEN782448,6313,Rajata Dixit,BankAI,280344689538,BKAI409749,Friend,Internal,Rajpur Sonarpur,Telangana,1613592414,rajata.dixit@gmail.com,2022-08-15,Active
11434,BEN178115,6314,Chakrika Som,BankAI,447042668406,BKAI408236,Self,Internal,Khandwa,Arunachal Pradesh,3084481118,chakrika.som@gmail.com,2025-03-18,Inactive
11435,BEN351237,6315,Jeevika Parikh,HDFC Bank,234448352778,BKAI660478,Friend,External,Mirzapur,Tripura,9354269896,jeevika.parikh@gmail.com,2023-04-03,Active
11436,BEN523326,6315,Samarth Natarajan,Indian Bank,272455065433,BKAI413242,Father,External,Tezpur,Andhra Pradesh,4761741640,samarth.natarajan@gmail.com,2019-12-22,Active
11437,BEN273817,6316,Qabil Talwar,Punjab National Bank,204042314452,BKAI120624,Friend,External,Agartala,Assam,2113695792,qabil.talwar@gmail.com,2024-06-20,Active
11438,BEN677400,6316,Faris Vora,HDFC Bank,341461534923,BKAI598287,Friend,External,Sangli-Miraj & Kupwad,Kerala,1576033942,faris.vora@gmail.com,2018-07-13,Active
11439,BEN264968,6317,Chatresh Rattan,BankAI,405713408786,BKAI761660,Father,Internal,Jammu,Nagaland,1712867820,chatresh.rattan@gmail.com,2016-08-19,Active
11440,BEN513388,6317,Reva Parikh,HDFC Bank,895583033722,BKAI823959,Friend,External,Sonipat,Sikkim,2064512301,reva.parikh@gmail.com,2016-07-12,Active
11441,BEN905232,6317,Ronith Atwal,State Bank of India,404493539522,BKAI606267,Friend,External,Gulbarga,Rajasthan,9035693526,ronith.atwal@gmail.com,2018-11-05,Active
11442,BEN473531,6318,Ekavir Jani,Bandhan Bank,358289885406,BKAI475468,Sister,External,Kirari Suleman Nagar,Andhra Pradesh,6578193288,ekavir.jani@gmail.com,2024-09-07,Active
11443,BEN176961,6318,Ayushman Jha,BankAI,912306244150,BKAI370299,Business Partner,Internal,Karimnagar,Himachal Pradesh,2406924069,ayushman.jha@gmail.com,2024-02-08,Active
11444,BEN516186,6318,Dayamai Rao,HDFC Bank,325943894321,BKAI215011,Mother,External,Ambattur,Karnataka,9714679277,dayamai.rao@gmail.com,2024-09-29,Active
11445,BEN735915,6319,Ranveer Agate,AU Small Finance Bank,749169816078,BKAI299244,Father,External,Raipur,Assam,1293122206,ranveer.agate@gmail.com,2024-07-12,Active
11446,BEN466464,6320,Girindra Raju,IndusInd Bank,118666592463,BKAI840415,Friend,External,Mau,Karnataka,3095940128,girindra.raju@gmail.com,2017-07-16,Active
11447,BEN239242,6320,Chameli Dar,Kotak Mahindra Bank,915335257129,BKAI137139,Mother,External,Saharsa,Manipur,3095621269,chameli.dar@gmail.com,2017-06-11,Active
11448,BEN925787,6321,Kiaan Behl,BankAI,285001592820,BKAI125685,Mother,Internal,Jammu,Himachal Pradesh,5890193095,kiaan.behl@gmail.com,2023-04-18,Active
11449,BEN237948,6322,Ekiya Seshadri,Kotak Mahindra Bank,703420160541,BKAI689581,Brother,External,Vijayanagaram,Haryana,8617736437,ekiya.seshadri@gmail.com,2025-08-14,Active
11450,BEN698963,6322,Maanas Toor,BankAI,686178601008,BKAI917384,Brother,Internal,Tirunelveli,Himachal Pradesh,3785010933,maanas.toor@gmail.com,2022-09-23,Active
11451,BEN881140,6323,Meera Prasad,Indian Bank,503808018875,BKAI948841,Friend,External,Ballia,Karnataka,6495943429,meera.prasad@gmail.com,2020-07-20,Active
11452,BEN150634,6323,Vasana Bala,Bandhan Bank,340886854295,BKAI766982,Self,External,Tadepalligudem,West Bengal,5420312652,vasana.bala@gmail.com,2026-02-04,Active
11453,BEN545959,6324,Umang Datta,Yes Bank,916739734757,BKAI942705,Sister,External,Mysore,Uttar Pradesh,2502757649,umang.datta@gmail.com,2019-12-26,Active
11454,BEN907254,6324,Darika Shan,BankAI,678514909278,BKAI259123,Business Partner,Internal,Imphal,Andhra Pradesh,2994647567,darika.shan@gmail.com,2024-07-14,Active
11455,BEN249753,6324,Anirudh Buch,Axis Bank,326320414010,BKAI137032,Spouse,External,Dehradun,Gujarat,0643006486,anirudh.buch@gmail.com,2019-04-14,Active
11456,BEN504898,6325,Aadi Purohit,IDFC FIRST Bank,926992016205,BKAI942606,Self,External,Bijapur,Goa,9620537600,aadi.purohit@gmail.com,2025-04-12,Active
11457,BEN574035,6325,Dakshesh Chakrabarti,BankAI,347850788529,BKAI914137,Friend,Internal,Bikaner,Goa,9988022621,dakshesh.chakrabarti@gmail.com,2018-05-08,Active
11458,BEN606754,6326,Kabir Ramachandran,BankAI,117421066103,BKAI504570,Brother,Internal,Chennai,Karnataka,8519007981,kabir.ramachandran@gmail.com,2019-07-11,Active
11459,BEN378355,6326,Rudra Dube,Union Bank of India,298151749798,BKAI559805,Spouse,External,Nagpur,Uttar Pradesh,9321383795,rudra.dube@gmail.com,2023-02-09,Active
11460,BEN597709,6326,Rohan Kamdar,BankAI,981944301034,BKAI260600,Father,Internal,Tiruchirappalli,Goa,2934267472,rohan.kamdar@gmail.com,2021-01-14,Active
11461,BEN396662,6327,Abdul Sur,Union Bank of India,856917198352,BKAI517131,Mother,External,Kumbakonam,Haryana,1305191165,abdul.sur@gmail.com,2018-11-08,Active
11462,BEN155983,6327,Ijaya Zacharia,BankAI,238301654039,BKAI647007,Spouse,Internal,New Delhi,Rajasthan,5353363415,ijaya.zacharia@gmail.com,2018-03-16,Active
11463,BEN457948,6328,Jhalak Malhotra,Bank of Baroda,871244574791,BKAI427287,Spouse,External,Danapur,Tamil Nadu,4703294514,jhalak.malhotra@gmail.com,2023-09-16,Active
11464,BEN165103,6328,Logan Keer,Union Bank of India,785238650086,BKAI857908,Mother,External,Tenali,Goa,5870914093,logan.keer@gmail.com,2022-05-24,Active
11465,BEN122624,6328,Jatin Chand,IDFC FIRST Bank,625422211959,BKAI946920,Spouse,External,Guntur,Tripura,0824861677,jatin.chand@gmail.com,2019-05-01,Active
11466,BEN165123,6329,Urvi Munshi,HDFC Bank,800461444629,BKAI334892,Friend,External,Bhubaneswar,Kerala,3906623746,urvi.munshi@gmail.com,2023-10-15,Active
11467,BEN774128,6330,Diya Ratti,BankAI,576133956651,BKAI473278,Friend,Internal,Shivpuri,Bihar,4736212792,diya.ratti@gmail.com,2024-08-24,Inactive
11468,BEN583887,6331,Patrick Chauhan,Indian Bank,447700797365,BKAI342166,Brother,External,Guntakal,Andhra Pradesh,1097054035,patrick.chauhan@gmail.com,2016-10-27,Active
11469,BEN634967,6331,Xalak Wali,Kotak Mahindra Bank,179453120105,BKAI896696,Friend,External,Tiruppur,Odisha,0391187326,xalak.wali@gmail.com,2019-03-14,Active
11470,BEN339748,6332,Sathvik Chandran,BankAI,488901031121,BKAI199947,Other,Internal,Sri Ganganagar,Andhra Pradesh,9463388612,sathvik.chandran@gmail.com,2021-07-23,Active
11471,BEN706128,6332,Keya Aggarwal,BankAI,351491296773,BKAI399547,Self,Internal,Muzaffarnagar,Himachal Pradesh,6245212472,keya.aggarwal@gmail.com,2023-01-30,Active
11472,BEN618315,6333,Ojas Varughese,State Bank of India,445629948191,BKAI812862,Friend,External,Farrukhabad,Kerala,3787455670,ojas.varughese@gmail.com,2023-02-25,Active
11473,BEN918073,6333,Aarini Verma,Bandhan Bank,820115518838,BKAI859959,Spouse,External,Panipat,Nagaland,8932213559,aarini.verma@gmail.com,2018-01-16,Active
11474,BEN911739,6333,Rachana Uppal,Bank of Baroda,126730036006,BKAI712064,Brother,External,Tinsukia,Bihar,8644379005,rachana.uppal@gmail.com,2019-05-05,Active
11475,BEN963416,6334,Fitan Char,BankAI,877655285704,BKAI491519,Brother,Internal,Salem,Tripura,7680494977,fitan.char@gmail.com,2023-07-12,Active
11476,BEN684574,6335,Reyansh Luthra,Axis Bank,652871996638,BKAI244265,Mother,External,Etawah,Arunachal Pradesh,9198753516,reyansh.luthra@gmail.com,2019-08-12,Active
11477,BEN432628,6335,Daksha Bakshi,Bank of Baroda,946576984771,BKAI430078,Spouse,External,Durgapur,Tamil Nadu,8601018150,daksha.bakshi@gmail.com,2020-12-19,Active
11478,BEN629645,6335,Watika Saxena,State Bank of India,159292648110,BKAI498897,Self,External,Bellary,Chhattisgarh,9885570182,watika.saxena@gmail.com,2021-12-07,Active
11479,BEN393701,6335,Madhav Johal,Kotak Mahindra Bank,386511150949,BKAI733733,Other,External,Arrah,Punjab,2260750729,madhav.johal@gmail.com,2023-11-17,Active
11480,BEN107562,6336,Nitesh Thaman,BankAI,760797144827,BKAI154332,Mother,Internal,Amaravati,Karnataka,3193639653,nitesh.thaman@gmail.com,2021-12-14,Active
11481,BEN931987,6337,Falguni Bedi,Yes Bank,778613581077,BKAI370474,Business Partner,External,Nashik,Andhra Pradesh,1894416545,falguni.bedi@gmail.com,2024-03-16,Inactive
11482,BEN993091,6337,Yachana Sule,BankAI,784998133357,BKAI907342,Friend,Internal,Tumkur,Himachal Pradesh,5714794992,yachana.sule@gmail.com,2020-01-27,Active
11483,BEN410099,6338,Chakradev Nagar,Canara Bank,670662036054,BKAI303648,Self,External,Kanpur,Himachal Pradesh,5212858356,chakradev.nagar@gmail.com,2023-02-05,Active
11484,BEN606449,6339,Chanchal Khanna,HDFC Bank,581787306244,BKAI136154,Other,External,Giridih,Meghalaya,2560806712,chanchal.khanna@gmail.com,2017-10-09,Active
11485,BEN436368,6340,Mohammed Pal,IndusInd Bank,349975248931,BKAI528214,Self,External,Madanapalle,Punjab,9381144773,mohammed.pal@gmail.com,2019-06-13,Active
11486,BEN868836,6341,Harish Bora,BankAI,819317966911,BKAI824023,Spouse,Internal,Nagercoil,Jharkhand,8771228932,harish.bora@gmail.com,2017-12-25,Active
11487,BEN486250,6341,Aarini Krish,IndusInd Bank,732490242636,BKAI148502,Mother,External,Hapur,Uttarakhand,4422782586,aarini.krish@gmail.com,2025-03-11,Active
11488,BEN267669,6342,Siya Date,Indian Bank,723628153874,BKAI180887,Father,External,Hindupur,Madhya Pradesh,3046337247,siya.date@gmail.com,2022-01-22,Active
11489,BEN959161,6342,Aryan Choudhury,Punjab National Bank,817086948873,BKAI380720,Brother,External,Loni,Odisha,5729736174,aryan.choudhury@gmail.com,2021-06-23,Active
11490,BEN412853,6343,Niharika Deshpande,BankAI,286071708385,BKAI879828,Sister,Internal,Kanpur,Goa,4871320688,niharika.deshpande@gmail.com,2022-07-03,Active
11491,BEN170460,6343,Parth Nori,Yes Bank,328598865601,BKAI407201,Friend,External,Satna,Rajasthan,5775178472,parth.nori@gmail.com,2023-11-16,Active
11492,BEN695765,6344,Manya Prabhakar,Punjab National Bank,380401021643,BKAI481810,Self,External,Hapur,Andhra Pradesh,1155738130,manya.prabhakar@gmail.com,2023-01-16,Active
11493,BEN580986,6344,Anjali Pandey,AU Small Finance Bank,511512224290,BKAI245461,Business Partner,External,Loni,Kerala,6631654740,anjali.pandey@gmail.com,2026-05-12,Active
11494,BEN915706,6345,Gaurang Bakshi,IndusInd Bank,444076076751,BKAI233980,Spouse,External,Sagar,Punjab,1961813516,gaurang.bakshi@gmail.com,2024-08-15,Active
11495,BEN200222,6345,Gayathri Bhardwaj,Indian Bank,695795358957,BKAI493277,Friend,External,Naihati,Rajasthan,9560445049,gayathri.bhardwaj@gmail.com,2024-09-08,Active
11496,BEN548060,6346,Warda Vala,BankAI,828204749967,BKAI620232,Business Partner,Internal,Sikar,Jharkhand,1934765531,warda.vala@gmail.com,2021-06-20,Active
11497,BEN552757,6346,Kritika Kibe,IDFC FIRST Bank,445745480791,BKAI189740,Spouse,External,Delhi,Gujarat,7395261847,kritika.kibe@gmail.com,2017-03-14,Active
11498,BEN295441,6347,Ekavir Gandhi,Canara Bank,338192086688,BKAI181684,Business Partner,External,Nagaon,Assam,5657752581,ekavir.gandhi@gmail.com,2019-05-30,Active
11499,BEN633873,6347,Gautam Wali,IndusInd Bank,937542567321,BKAI830264,Mother,External,Ambattur,Odisha,4751995405,gautam.wali@gmail.com,2021-11-09,Active
11500,BEN104736,6348,Krishna Kala,IDFC FIRST Bank,574615944853,BKAI343159,Father,External,Tiruvottiyur,Maharashtra,1768264195,krishna.kala@gmail.com,2022-06-05,Active
11501,BEN229461,6349,Zaid Morar,Kotak Mahindra Bank,743495148696,BKAI615842,Friend,External,Davanagere,Bihar,5301620919,zaid.morar@gmail.com,2023-08-23,Active
11502,BEN979706,6349,Krishna Palla,Bandhan Bank,984661383647,BKAI226905,Spouse,External,Gandhidham,Andhra Pradesh,9156785573,krishna.palla@gmail.com,2019-05-25,Active
11503,BEN120462,6350,Aditya Thakkar,BankAI,663935575153,BKAI540252,Business Partner,Internal,Amritsar,Goa,5908604304,aditya.thakkar@gmail.com,2017-10-07,Active
11504,BEN757961,6351,Hamsini Butala,Axis Bank,680885661561,BKAI764875,Friend,External,Jhansi,Punjab,1014819818,hamsini.butala@gmail.com,2017-09-21,Active
11505,BEN284405,6351,Kritika Devan,IDFC FIRST Bank,788220349441,BKAI409487,Other,External,Khandwa,Tripura,4496390768,kritika.devan@gmail.com,2026-04-25,Active
11506,BEN369155,6351,Adya Batta,HDFC Bank,558309616680,BKAI921694,Brother,External,Morbi,Manipur,1768641601,adya.batta@gmail.com,2019-03-03,Active
11507,BEN733612,6352,Abdul Memon,BankAI,688171972506,BKAI536519,Self,Internal,Bulandshahr,Rajasthan,1481709094,abdul.memon@gmail.com,2020-06-13,Inactive
11508,BEN695523,6352,Balendra Arya,ICICI Bank,382735422989,BKAI337350,Self,External,Chandrapur,Meghalaya,1242612893,balendra.arya@gmail.com,2018-08-27,Active
11509,BEN234837,6353,Zarna Vyas,HDFC Bank,481077396726,BKAI861725,Sister,External,Arrah,Maharashtra,2066683223,zarna.vyas@gmail.com,2025-08-17,Active
11510,BEN288462,6353,Owen Batta,HDFC Bank,142060234962,BKAI485848,Friend,External,Berhampore,Uttarakhand,0896116352,owen.batta@gmail.com,2023-04-07,Active
11511,BEN806462,6353,Anita Pandit,ICICI Bank,776954323363,BKAI169863,Mother,External,Alappuzha,Tamil Nadu,2104054263,anita.pandit@gmail.com,2023-06-29,Active
11512,BEN465168,6354,Faris Palla,IDFC FIRST Bank,990794046319,BKAI350434,Sister,External,Sagar,Tripura,9366153354,faris.palla@gmail.com,2023-02-04,Active
11513,BEN970949,6354,Akshay Manda,Bank of Baroda,547316999635,BKAI428364,Mother,External,Kottayam,Rajasthan,2116801808,akshay.manda@gmail.com,2025-10-16,Active
11514,BEN361061,6355,Tejas Khare,Indian Bank,870069389395,BKAI492068,Spouse,External,Hapur,Karnataka,6170367022,tejas.khare@gmail.com,2026-04-26,Active
11515,BEN100103,6355,Kevin Jayaraman,Canara Bank,446063557208,BKAI885616,Brother,External,Guntakal,Goa,1111169982,kevin.jayaraman@gmail.com,2021-02-09,Active
11516,BEN791746,6357,Gayathri Bajaj,Yes Bank,434438522987,BKAI874184,Employee,External,Ballia,Maharashtra,4256074329,gayathri.bajaj@gmail.com,2020-08-29,Active
11517,BEN107744,6358,Rushil Bhargava,Kotak Mahindra Bank,428474862505,BKAI556643,Father,External,Rajpur Sonarpur,Mizoram,5939209856,rushil.bhargava@gmail.com,2020-08-13,Active
11518,BEN104556,6359,Ekta Deshpande,BankAI,905926097555,BKAI662545,Father,Internal,Kolhapur,Haryana,6456594921,ekta.deshpande@gmail.com,2022-04-26,Active
11519,BEN557582,6360,Max Tailor,Axis Bank,821871800408,BKAI738277,Spouse,External,Bareilly,Sikkim,8151584689,max.tailor@gmail.com,2021-07-07,Active
11520,BEN613035,6360,Balvan Nadig,Bank of Baroda,587141570515,BKAI135182,Friend,External,Shahjahanpur,Meghalaya,1300703593,balvan.nadig@gmail.com,2025-06-29,Active
11521,BEN250154,6363,Tara Mammen,IndusInd Bank,168704484059,BKAI523638,Employer,External,Tezpur,Tripura,3038246084,tara.mammen@gmail.com,2022-11-29,Active
11522,BEN827793,6364,Aarush Chander,BankAI,297324867386,BKAI167032,Friend,Internal,Ranchi,Arunachal Pradesh,7009973334,aarush.chander@gmail.com,2023-02-18,Active
11523,BEN383442,6364,Aditya Ratta,Bank of Baroda,866602142390,BKAI696784,Business Partner,External,Kulti,Nagaland,9904459897,aditya.ratta@gmail.com,2021-11-29,Active
11524,BEN589459,6365,Gaurav Naidu,BankAI,937878178666,BKAI225592,Sister,Internal,Salem,Punjab,6165420342,gaurav.naidu@gmail.com,2024-05-24,Active
11525,BEN945510,6365,Falak Karnik,State Bank of India,236919666549,BKAI288964,Brother,External,Saharanpur,Nagaland,9063551885,falak.karnik@gmail.com,2023-10-12,Active
11526,BEN568707,6367,Fariq Sura,Punjab National Bank,620687293322,BKAI889670,Friend,External,Rajpur Sonarpur,Nagaland,0432342896,fariq.sura@gmail.com,2023-03-17,Active
11527,BEN402716,6367,Ishaan Vasa,Bandhan Bank,125054033978,BKAI264013,Self,External,Kanpur,Meghalaya,0920914481,ishaan.vasa@gmail.com,2024-07-07,Active
11528,BEN849086,6369,Wazir Goda,Indian Bank,561764967454,BKAI297133,Friend,External,Sri Ganganagar,Rajasthan,0500430897,wazir.goda@gmail.com,2018-09-28,Inactive
11529,BEN881712,6370,Qushi Wagle,IndusInd Bank,384817380415,BKAI297447,Other,External,Siliguri,Punjab,6183185817,qushi.wagle@gmail.com,2021-05-01,Active
11530,BEN167183,6371,Zinal Pall,Bank of Baroda,828920555950,BKAI273473,Employee,External,Chennai,Andhra Pradesh,9072411472,zinal.pall@gmail.com,2017-07-21,Active
11531,BEN937941,6372,Raghav Sodhi,IDFC FIRST Bank,864239438160,BKAI514898,Spouse,External,Varanasi,Meghalaya,6325606251,raghav.sodhi@gmail.com,2021-06-26,Active
11532,BEN385458,6373,Lavanya Handa,Canara Bank,916058972182,BKAI883165,Employer,External,Bongaigaon,Chhattisgarh,3494505312,lavanya.handa@gmail.com,2020-07-12,Active
11533,BEN902969,6374,Ekiya Karan,BankAI,298987138981,BKAI527205,Friend,Internal,Varanasi,Andhra Pradesh,1130734849,ekiya.karan@gmail.com,2023-03-19,Active
11534,BEN432138,6374,Jack Mohanty,Canara Bank,775174685392,BKAI141771,Employee,External,Jamalpur,Chhattisgarh,0009509716,jack.mohanty@gmail.com,2025-11-29,Active
11535,BEN649770,6374,Kashish Subramanian,Bank of Baroda,202075942606,BKAI356113,Brother,External,Kolkata,Goa,1185431967,kashish.subramanian@gmail.com,2017-12-21,Active
11536,BEN534169,6374,Darika Hans,Canara Bank,535550922637,BKAI514864,Father,External,Bijapur,Nagaland,6663384879,darika.hans@gmail.com,2025-11-30,Active
11537,BEN367713,6375,Aashi Raghavan,BankAI,612023058407,BKAI317922,Self,Internal,Haridwar,Tripura,0101227465,aashi.raghavan@gmail.com,2022-01-11,Active
11538,BEN230979,6375,Mugdha Dhaliwal,Union Bank of India,846204794125,BKAI846044,Friend,External,Srinagar,Sikkim,7672380426,mugdha.dhaliwal@gmail.com,2022-12-11,Active
11539,BEN294355,6376,Anvi Palan,IDFC FIRST Bank,447519787892,BKAI847959,Friend,External,Dharmavaram,Sikkim,3520890039,anvi.palan@gmail.com,2025-08-15,Active
11540,BEN177769,6377,Thomas Shanker,Yes Bank,601091940654,BKAI884574,Mother,External,Shimla,Assam,4355793975,thomas.shanker@gmail.com,2023-01-03,Active
11541,BEN407732,6377,Vansha Karan,ICICI Bank,692308816090,BKAI699287,Spouse,External,Burhanpur,Kerala,7595048588,vansha.karan@gmail.com,2021-01-15,Active
11542,BEN896889,6378,Ayush Ahluwalia,BankAI,777356103049,BKAI809592,Friend,Internal,Suryapet,Chhattisgarh,5443607727,ayush.ahluwalia@gmail.com,2022-05-06,Active
11543,BEN699556,6378,Barkha Nazareth,ICICI Bank,754876676175,BKAI459354,Friend,External,Mahbubnagar,Bihar,7168720180,barkha.nazareth@gmail.com,2024-02-09,Active
11544,BEN779832,6379,Ati Mandal,Kotak Mahindra Bank,950917583879,BKAI692681,Sister,External,Asansol,Maharashtra,3029342586,ati.mandal@gmail.com,2022-07-09,Active
11545,BEN839264,6379,Nathan Peri,Canara Bank,222612411606,BKAI856005,Friend,External,Howrah,Karnataka,5615818590,nathan.peri@gmail.com,2024-07-12,Active
11546,BEN329038,6379,Kai Trivedi,BankAI,779583822999,BKAI645431,Spouse,Internal,Aizawl,West Bengal,3032774636,kai.trivedi@gmail.com,2021-01-28,Active
11547,BEN171068,6380,Deepa Sarma,Kotak Mahindra Bank,437388944809,BKAI164960,Business Partner,External,Naihati,Assam,2250332606,deepa.sarma@gmail.com,2018-10-28,Active
11548,BEN957945,6380,Wridesh Dua,IndusInd Bank,359519462979,BKAI476381,Brother,External,Raebareli,Rajasthan,0565523687,wridesh.dua@gmail.com,2017-04-19,Active
11549,BEN772535,6381,Neel Apte,BankAI,308480767083,BKAI914743,Brother,Internal,Fatehpur,Meghalaya,9202057081,neel.apte@gmail.com,2026-01-14,Active
11550,BEN628897,6381,Chaman Bahri,HDFC Bank,111910421830,BKAI856300,Father,External,Bellary,Maharashtra,5612995741,chaman.bahri@gmail.com,2023-07-06,Active
11551,BEN777425,6381,Naksh Kothari,Bandhan Bank,614831504246,BKAI485752,Friend,External,Phusro,Telangana,0875856057,naksh.kothari@gmail.com,2019-11-05,Active
11552,BEN375574,6382,Leena Rout,ICICI Bank,168706774601,BKAI376777,Self,External,Pali,Karnataka,1516427921,leena.rout@gmail.com,2019-11-21,Active
11553,BEN301191,6383,Ladli Mammen,IndusInd Bank,374707522663,BKAI199906,Mother,External,Kumbakonam,Mizoram,8086227935,ladli.mammen@gmail.com,2025-10-02,Active
11554,BEN538186,6383,Matthew Lanka,Kotak Mahindra Bank,109316916760,BKAI814189,Sister,External,Jehanabad,Mizoram,2710699924,matthew.lanka@gmail.com,2024-06-17,Active
11555,BEN224310,6384,Oviya Patla,IndusInd Bank,275129550667,BKAI969126,Friend,External,Gaya,Andhra Pradesh,4293382986,oviya.patla@gmail.com,2021-05-14,Active
